Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7870900609889737,0.8443156184525288,0.7631676072725719,0.840094268321991,535796800,0.0,0.0
2000-01-04 00:00:00-05:00,0.8124194816500911,0.8302436317453809,0.7594152797298118,0.7692658305168152,512377600,0.0,0.0
2000-01-05 00:00:00-05:00,0.7786467919352816,0.8297749146113711,0.7730183902135301,0.7805229425430298,778321600,0.0,0.0
2000-01-06 00:00:00-05:00,0.7964714057974143,0.8030379046163191,0.712977409362793,0.712977409362793,767972800,0.0,0.0
2000-01-07 00:00:00-05:00,0.7242353462474191,0.7580083561628793,0.7167307951828656,0.7467506527900696,460734400,0.0,0.0
2000-01-10 00:00:00-05:00,0.7655123383652269,0.7673884873853365,0.7111010607964675,0.7336163520812988,505064000,0.0,0.0
2000-01-11 00:00:00-05:00,0.7200141109219743,0.7458126702874993,0.6792055963417641,0.6960916519165039,441548800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7129774564274761,0.7167306077542647,0.6491846055869582,0.6543448567390442,976068800,0.0,0.0
2000-01-13 00:00:00-05:00,0.7091074957955459,0.7411211826814817,0.6942152347010944,0.7261112332344055,1032684800,0.0,0.0
2000-01-14 00:00:00-05:00,0.750502777715174,0.7673888278073017,0.745812428134936,0.753786027431488,390376000,0.0,0.0
2000-01-18 00:00:00-05:00,0.7580082821123493,0.7955335388434669,0.753786130219795,0.7800537347793579,459177600,0.0,0.0
2000-01-19 00:00:00-05:00,0.792718387685125,0.8161717891945548,0.7758322873045903,0.7997547388076782,597643200,0.0,0.0
2000-01-20 00:00:00-05:00,0.8668308462211961,0.9118606478684932,0.8518209457397461,0.8518209457397461,1831132800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8574493601138709,0.8574493601138709,0.8269604084247622,0.8354038596153259,495924800,0.0,0.0
2000-01-24 00:00:00-05:00,0.8138265944476762,0.846191645431386,0.7889660929023431,0.7974095940589905,440876800,0.0,0.0
2000-01-25 00:00:00-05:00,0.7880280503110916,0.8490067549000345,0.7683277498651074,0.8424393534660339,497145600,0.0,0.0
2000-01-26 00:00:00-05:00,0.8255532254717124,0.8569802239063754,0.8236771258468566,0.8269603252410889,367158400,0.0,0.0
2000-01-27 00:00:00-05:00,0.8166406789930389,0.8480685273754587,0.8030378803004709,0.8255531787872314,340144000,0.0,0.0
2000-01-28 00:00:00-05:00,0.81195047345519,0.8321197730869576,0.7551939223038231,0.7626984715461731,423348800,0.0,0.0
2000-01-31 00:00:00-05:00,0.7580083437424138,0.779584748111271,0.7092253807719503,0.7786466479301453,701680000,0.0,0.0
2000-02-01 00:00:00-05:00,0.7805226319390159,0.7880280330071696,0.7505027812179574,0.7523788809776306,318035200,0.0,0.0
2000-02-02 00:00:00-05:00,0.7561320740093899,0.7664508236609773,0.7279874697751153,0.7415903210639954,464195200,0.0,0.0
2000-02-03 00:00:00-05:00,0.7528480312002892,0.7823997376916361,0.7523789811471864,0.7753633856773376,475193600,0.0,0.0
2000-02-04 00:00:00-05:00,0.7800536068732729,0.8255532581513001,0.7777084070971642,0.8105433583259583,425320000,0.0,0.0
2000-02-07 00:00:00-05:00,0.8105434605981018,0.8574494159961272,0.7950644587426746,0.8560422658920288,441067200,0.0,0.0
2000-02-08 00:00:00-05:00,0.8555732533235055,0.8715212558105291,0.8349349506900066,0.8621406555175781,408643200,0.0,0.0
2000-02-09 00:00:00-05:00,0.8565112278544311,0.8790265290314296,0.8438464774079987,0.8452535271644592,299364800,0.0,0.0
2000-02-10 00:00:00-05:00,0.8471305459825033,0.854635145512913,0.8255532942376302,0.8518209457397461,302982400,0.0,0.0
2000-02-11 00:00:00-05:00,0.8527589162997173,0.8565112159363085,0.8124194656908623,0.8161717653274536,212251200,0.0,0.0
2000-02-14 00:00:00-05:00,0.8203932939835543,0.8696452590838814,0.815233893067556,0.8691762089729309,367539200,0.0,0.0
2000-02-15 00:00:00-05:00,0.8649545983710208,0.9001346446883912,0.8644855484552971,0.8930982947349548,485744000,0.0,0.0
2000-02-16 00:00:00-05:00,0.8837169978082504,0.8865319993678381,0.841501393492019,0.8565112948417664,378246400,0.0,0.0
2000-02-17 00:00:00-05:00,0.8644858055908159,0.8668309556640537,0.8490068531590319,0.8621406555175781,289497600,0.0,0.0
2000-02-18 00:00:00-05:00,0.860264393043886,0.8658927928935433,0.8321198386203071,0.8349348902702332,233441600,0.0,0.0
2000-02-22 00:00:00-05:00,0.8264915623845501,0.8776196757015859,0.8006929556295651,0.8541662693023682,422296000,0.0,0.0
2000-02-23 00:00:00-05:00,0.8498272109883691,0.8930985563842193,0.8330579451171451,0.872459352016449,473099200,0.0,0.0
2000-02-24 00:00:00-05:00,0.8804337302008605,0.8940365814114336,0.8386871266431151,0.8646025657653809,376432000,0.0,0.0
2000-02-25 00:00:00-05:00,0.8616715974598611,0.8780886498496564,0.8264914909036613,0.8283675909042358,249144000,0.0,0.0
2000-02-28 00:00:00-05:00,0.8264917079314555,0.8630788740447412,0.8133579022460894,0.849945068359375,328328000,0.0,0.0
2000-02-29 00:00:00-05:00,0.8522899686749772,0.8799647224386795,0.8447846670798439,0.8602644205093384,368961600,0.0,0.0
2000-03-01 00:00:00-05:00,0.8898152813380227,0.9911325950577298,0.8893462312979958,0.9779987931251526,1077003200,0.0,0.0
2000-03-02 00:00:00-05:00,0.9531388254848769,0.9601743733503788,0.9057629834718396,0.9156135320663452,311259200,0.0,0.0
2000-03-03 00:00:00-05:00,0.9371900706280579,0.9624028334872742,0.9006037731971104,0.960643470287323,323366400,0.0,0.0
2000-03-06 00:00:00-05:00,0.945633654865527,0.969087056603182,0.9381282536762805,0.9432885050773621,210560000,0.0,0.0
2000-03-07 00:00:00-05:00,0.9489171930575411,0.9564225965279285,0.9090467286552986,0.9221805334091187,273011200,0.0,0.0
2000-03-08 00:00:00-05:00,0.9221800300470905,0.9301544793054931,0.8898149867813454,0.9156135320663452,271230400,0.0,0.0
2000-03-09 00:00:00-05:00,0.9071705807360081,0.9381284896225229,0.8874702754499948,0.9174901843070984,276718400,0.0,0.0
2000-03-10 00:00:00-05:00,0.9132682950066818,0.9601742810001233,0.9081080453502117,0.9437572360038757,248606400,0.0,0.0
2000-03-13 00:00:00-05:00,0.9165518088653769,0.9493859083576965,0.896850707871151,0.9104535579681396,303956800,0.0,0.0
2000-03-14 00:00:00-05:00,0.9097499176575097,0.9324997930087984,0.8555730932666298,0.8574492931365967,428579200,0.0,0.0
2000-03-15 00:00:00-05:00,0.8677690518909642,0.9024800584618238,0.8565113496007982,0.872459352016449,443609600,0.0,0.0
2000-03-16 00:00:00-05:00,0.8804339037458011,0.91561396434991,0.8593256469368,0.912329912185669,378100800,0.0,0.0
2000-03-17 00:00:00-05:00,0.9015421622112966,0.9381284713745117,0.897788959730982,0.9381284713745117,305043200,0.0,0.0
2000-03-20 00:00:00-05:00,0.9268715141424542,0.9475098155945444,0.9184280124137191,0.9231184124946594,204489600,0.0,0.0
2000-03-21 00:00:00-05:00,0.9198351463591113,1.0263126072268027,0.9127995964626262,1.0127098560333252,524328000,0.0,0.0
